OxySoft export of	C:\Artinis NIRS\NIRS Data\LIGHTSHIELD030_ONOFF_07_25_23_NEW								
Export date	7/25/2023 9:51								
Start of measurement	10:39.1								
									
Data file sample rate	10	Hz							
Data file duration	2056.6	s							
Data file total number of samples	20566								
									
Description									
Optode-template	PortaMon TSI Fit Factor								
Optode distance (mm)	35								
Optode gradients (mm)	5								
DPF	4								
									
Device id	1328								
# Receivers	1								
# Light sources	6								
# ADC	0								
									
Light source wavelengths									
Device	Tx	Wavelength							
202	-0.0628609	0.3171215	-0.0451678	0.3387361	-0.0614182	0.1704973	72.5282364	98.9453354	
203	-0.0622282	0.3144198	-0.0646018	0.3435159	-0.0651966	0.1668523	72.5252075	98.9474411	
204	-0.0598497	0.3144007	-0.0652255	0.3444448	-0.0676705	0.1652368	72.5221634	98.9463501	
205	-0.0573749	0.3159991	-0.0637301	0.3467451	-0.0700089	0.1660627	72.5147629	98.9449539	
206	-0.0556292	0.3186817	-0.0622329	0.3490453	-0.0717961	0.1660722	72.5157013	98.9435196	
207	-0.0539798	0.319747	-0.0621508	0.3504301	-0.0736519	0.1648591	72.5166473	98.9423294	
208	-0.05233	0.3208123	-0.0627745	0.3513609	-0.0743386	0.1632341	72.5215683	98.9417801	
209	-0.0515051	0.3213454	-0.0453814	0.3465982	-0.0730339	0.1652635	72.5170135	98.9390564	
210	-0.0490307	0.3229437	-0.0326899	0.3427988	-0.076677	0.16406	72.5143433	98.9356842	
211	-0.045731	0.3250752	-0.0157546	0.3417383	-0.0765415	0.1665033	72.5063705	98.9317398	
212	-0.041511	0.3293562	0.0058805	0.3397165	-0.0757862	0.169349	72.5027542	98.9273529	
213	-0.035737	0.333086	0.0254785	0.33771	-0.0744129	0.1725992	72.4949722	98.9240723	
214	-0.0291385	0.337348	0.0431195	0.3371053	-0.0724903	0.175031	72.4915543	98.9208603	
215	-0.021811	0.3405257	0.0601369	0.3374315	-0.0699478	0.1778692	72.4837646	98.917572	
216	-0.015212	0.3447876	0.0771524	0.3377576	-0.0674053	0.1807054	72.4801559	98.9143906	
217	-0.0062351	0.3490305	0.0929204	0.3399435	-0.0636269	0.1843503	72.4723663	98.9116058	
218	0.0003639	0.3532934	0.1145555	0.3379217	-0.0617024	0.1867841	72.4689407	98.9076538	
219	0.0068665	0.355938	0.1187974	0.3406606	-0.0586773	0.1875814	72.4694977	98.9070358	
220	0.0140982	0.3574982	0.123665	0.3424726	-0.0556542	0.1883806	72.4658813	98.9065552	
221	0.0221544	0.3595915	0.1292382	0.3447385	-0.0525604	0.1904004	72.4580841	98.9062195	
222	0.0303069	0.3633013	0.1362268	0.34792	-0.0488487	0.1928247	72.4544678	98.9054947	
223	0.0384589	0.3670121	0.143921	0.3515554	-0.045139	0.1952489	72.4508514	98.904274	
224	0.0466113	0.3707228	0.1495763	0.3552099	-0.040876	0.1968549	72.4514084	98.903656	
225	0.053114	0.3733673	0.1564828	0.3570028	-0.037233	0.1980584	72.4517822	98.902832	
226	0.0579667	0.3749466	0.1599351	0.3579012	-0.0336586	0.1980413	72.4561462	98.9028931	
227	0.0643735	0.3759737	0.164095	0.3592535	-0.0300137	0.1992429	72.4521561	98.9029922	
228	0.0724297	0.378067	0.1703759	0.3619772	-0.0239655	0.2008413	72.4521561	98.9027481	
229	0.0820399	0.3796082	0.1773625	0.3651586	-0.0178467	0.2036603	72.4437943	98.9025497	
230	0.090921	0.3822346	0.1843511	0.3683382	-0.0105606	0.2060655	72.4436111	98.9026031	
231	0.0998021	0.3848601	0.1926709	0.3710466	-0.0026566	0.208875	72.4432373	98.9026871	
232	0.1094118	0.3864012	0.2009908	0.3737531	0.0040802	0.2120984	72.4346924	98.9025269	
233	0.1167393	0.3895788	0.2066461	0.3774076	0.0102657	0.2161382	72.4301376	98.9030075	
234	0.1224175	0.3916912	0.2115117	0.3792177	0.0152134	0.2193692	72.4255905	98.9037247	
235	0.1289201	0.3943358	0.2164613	0.3824144	0.0225681	0.222997	72.4248505	98.9046478	
236	0.1369763	0.3964291	0.2234498	0.385594	0.031092	0.2262109	72.424118	98.9050751	
237	0.1450325	0.3985215	0.2304364	0.3887735	0.040234	0.2298272	72.4231796	98.9057846	
238	0.1539135	0.4011479	0.237425	0.391955	0.0499958	0.2338498	72.4222488	98.9069901	
239	0.1635237	0.402689	0.2457448	0.3946615	0.0591377	0.2374662	72.4173279	98.9075623	
240	0.1739583	0.4047633	0.2534391	0.3982988	0.0700687	0.2410749	72.4163971	98.9085236	
241	0.1853142	0.4089871	0.2652112	0.4019037	0.0816845	0.2463086	72.415451	98.9092255	
242	0.1950198	0.4121456	0.2729055	0.405541	0.0932335	0.2503217	72.4185104	98.9105682	
243	0.2031723	0.4158564	0.2812253	0.4082475	0.1047806	0.2543347	72.4255371	98.912056	
244	0.2128783	0.419015	0.2902509	0.4114118	0.1169475	0.2587503	72.4284134	98.9134445	
245	0.2225843	0.4221735	0.2985708	0.4141203	0.1291145	0.2631677	72.4312744	98.9153137	
246	0.2322903	0.4253321	0.3055593	0.4172998	0.1418327	0.2667668	72.4382935	98.9172974	
247	0.2411714	0.4279576	0.3145028	0.4190775	0.1562694	0.2691358	72.4533005	98.9190674	
248	0.251606	0.4300318	0.3234464	0.4208551	0.1701568	0.272323	72.460144	98.9210815	
249	0.2605834	0.4342747	0.3311425	0.4244924	0.183493	0.2763265	72.4711533	98.9229507	
250	0.2686396	0.436368	0.3360082	0.4263025	0.1937355	0.2783101	72.4785614	98.9248428	
251	0.2734928	0.4379473	0.3381292	0.427672	0.2010235	0.2807153	72.4818039	98.9268723	
252	0.2775207	0.4389935	0.3381292	0.427672	0.2052845	0.2823232	72.4814301	98.9291458	
253	0.2783456	0.4395266	0.3374215	0.4272161	0.2076916	0.282718	72.4852295	98.9305573	
254	0.2767921	0.4400788	0.3345948	0.4253889	0.2094787	0.2827085	72.4930115	98.9328308	
255	0.2744136	0.4400978	0.3317662	0.4235616	0.2083095	0.2831205	72.4928284	98.9343262	
256	0.2711144	0.4379664	0.3255674	0.4222246	0.2070717	0.2823136	72.4924469	98.9358749	
257	0.267911	0.4374523	0.3214074	0.4208723	0.2052845	0.2823232	72.4922638	98.9371262	
